"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"MDCO","The Medicines Company","32.6","2263877692.6","n/a","2000","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mdco",
"SPNC","The Spectranetics Corporation","14.75","628896679.25","n/a","1992","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/spnc",
"TXMD","TherapeuticsMD, Inc.","7.3","1298290699.3","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/txmd",
"TBPH","Theravance Biopharma, Inc.","13.4","507045079","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/tbph",
"THLD","Threshold Pharmaceuticals, Inc.","0.3511","25088573.4149","n/a","2005","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/thld",
"TPI","Tianyin Pharmaceutical Co., Inc.","0.15","4414918.65","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/tpi",
"TTNP","Titan Pharmaceuticals, Inc.","3.41","68403426.96","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/ttnp",
"TBRA","Tobira Therapeutics, Inc.","7.01","131858050.93","n/a","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/tbra",
"TKAI","Tokai Pharmaceuticals, Inc.","5.04","113826762","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/tkai",
"TNXP","Tonix Pharmaceuticals Holding Corp.","5.04","94911611.76","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/tnxp",
"TCON","TRACON Pharmaceuticals, Inc.","7.63","92902437.46","n/a","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/tcon",
"TRXC","TransEnterix, Inc.","1.77","177252550.68","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/trxc",
"TRVN","Trevena, Inc.","7.7","390906107.9","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/trvn",
"TRIL","Trillium Therapeutics Inc.","8.55","62817773.4","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/tril",
"TRIB","Trinity Biotech plc","10.43","247997531.04","23777328","1992","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/trib",
"TRIV","TriVascular Technologies, Inc.","7.16","147288560.48","n/a","2014","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/triv",
"TROV","TrovaGene, Inc.","3.56","105812463.12","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/trov",
"TROVU","TrovaGene, Inc.","17.09","0","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/trovu",
"TROVW","TrovaGene, Inc.","2.76","0","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/trovw",
"TRUP","Trupanion, Inc.","8.25","233310379.5","n/a","2014","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/trup",
"USPH","U.S. Physical Therapy, Inc.","48.34","600437762.58","n/a","1992","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/usph",
"RARE","Ultragenyx Pharmaceutical Inc.","76.82","2983281884.46","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rare",
"UNIS","Unilife Corporation","0.6449","89800359.9897","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/unis",
"QURE","uniQure N.V.","14.66","354941982.7","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/qure",
"UTHR","United Therapeutics Corporation","135.82","6197386737.84","n/a","1999","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/uthr",
"UNH","UnitedHealth Group Incorporated","109.23","104108034355.05","n/a","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/unh",
"UAM","Universal American Corp.","6.33","531880490.82","n/a","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/uam",
"UHS","Universal Health Services, Inc.","109.1","10743354004.9","n/a","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/uhs",
"USMD","USMD Holdings, Inc.","7.5","82606665","n/a","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/usmd",
"UTMD","Utah Medical Products, Inc.","58.23","218379969","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/utmd",
"VRX","Valeant Pharmaceuticals International, Inc.","85.54","29185477027.98","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vrx",
"VNDA","Vanda Pharmaceuticals Inc.","8.7","372493031.7","n/a","2006","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vnda",
"VAR","Varian Medical Systems, Inc.","75.31","7296389543.47","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/var",
"VBLT","Vascular Biogenics Ltd.","3.21","64064704.92","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vblt",
"VASC","Vascular Solutions, Inc.","29.21","506610207.25","n/a","2000","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/vasc",
"VBIV","VBI Vaccines Inc.","2.12","49884151.2","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/vbiv",
"APPY","Venaxis, Inc.","0.23","7127706.67","n/a","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/appy",
"VCYT","Veracyte, Inc.","6","165991374","n/a","2013","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/vcyt",
"VSTM","Verastem, Inc.","1.32","48753941.28","n/a","2012","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vstm",
"VCEL","Vericel Corporation","2.0166","47973339.0354","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/vcel",
"VRML","Vermillion, Inc.","1.65","85816031.4","n/a","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/vrml",
"VSAR","Versartis, Inc.","9.27","272169471.15","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vsar",
"VRTX","Vertex Pharmaceuticals Incorporated","96.37","23679774851.82","n/a","1991","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vrtx",
"VICL","Vical Incorporated","0.345","31575961.815","n/a","1993","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/vicl",
"VKTX","Viking Therapeutics, Inc.","2.63","25453960.56","n/a","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vktx",
"VSCP","VirtualScopics, Inc.","2.67","8018626.77","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/vscp",
"VTAE","Vitae Pharmaceuticals, Inc.","11.23","245603199.48","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vtae",
"VTL","Vital Therapies, Inc.","8.4","255575762.4","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vtl",
"VVUS","VIVUS, Inc.","1.01","105076365.05","n/a","1994","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vvus",
"VNRX","VolitionRX Limited","4.01","74073582.15","n/a","2015","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/vnrx",
"VYGR","Voyager Therapeutics, Inc.","14.78","395353767.2","n/a","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/vygr",
"VTVT","vTv Therapeutics Inc.","6.43","210984375","n/a","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vtvt",
"WBA","Walgreens Boots Alliance, Inc.","79.93","86224237399.03","n/a","n/a","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/wba",
"WVE","WAVE Life Sciences Ltd.","13.25","285556354.75","n/a","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/wve",
"WCG","WellCare Health Plans, Inc.","72.18","3183504674.4","n/a","2004","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/wcg",
"WMGI","Wright Medical Group N.V.","21.12","2168012309.76","n/a","2011","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/wmgi",
"WMGIZ","Wright Medical Group N.V.","1.09","0","n/a","n/a","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/wmgiz",
"XBIT","XBiotech Inc.","7.86","252969894.9","n/a","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/xbit",
"XNCR","Xencor, Inc.","11.75","475604785.25","n/a","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/xncr",
"XENE","Xenon Pharmaceuticals Inc.","7.73","111128165.14","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/xene",
"XNPT","XenoPort, Inc.","4.56","288226095.12","n/a","2005","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/xnpt",
"XOMA","XOMA Corporation","1.02","121191058.26","n/a","1986","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/xoma",
"XTNT","Xtant Medical Holdings, Inc.","2.75","32686777.75","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/xtnt",
"XTLB","XTL Biopharmaceuticals Ltd.","1.2999","5817905.2344","4475656","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/xtlb",
"ZFGN","Zafgen, Inc.","6.29","171305269.18","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/zfgn",
"ZLTQ","ZELTIQ Aesthetics, Inc.","26.62","1038870150.12","n/a","2011","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/zltq",
"ZBH","Zimmer Biomet Holdings, Inc.","101.2","20622528410","n/a","n/a","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/zbh",
"ZIOP","ZIOPHARM Oncology Inc","5.66","740831179.66","n/a","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/ziop",
"ZTS","Zoetis Inc.","43.25","21535060068","n/a","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/zts",
"ZGNX","Zogenix, Inc.","10.35","256276350","n/a","2010","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/zgnx",
"ZSAN","Zosano Pharma Corporation","2.34","28002681.72","n/a","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/zsan",
"ZYNE","Zynerba Pharmaceuticals, Inc.","8.04","73967348.76","n/a","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/zyne",
